entity_type,name,alias_names,animagus,blood_status,boggart,gender,house,jobs,patronus,romances,species,titles,weight,entity_id,category,creator,effect,hand,incantation,light,characteristics,difficulty,inventors,ingredients,manufacturers,side_effects,time,title
characters,Gringotts spokesgoblin,[],,,,,,['Spokesgoblin'],,[],Goblin,[],,8600dbfd-239a-45b8-b378-2e20fbd40007,,,,,,,,,,,,,,
characters,Griphook,[],,,Lord Voldemort,Male,,['Employee at Gringotts Wizarding Bank'],,[],Goblin,[],,d68933c7-2172-4165-b009-f7f7f3091585,,,,,,,,,,,,,,
characters,Griselda Gogh,[],,,,Female,,['Author'],,[],Human,[],,ac5e60f4-ae98-46de-9780-d9612506c69d,,,,,,,,,,,,,,
characters,Griselda Harmonia Jorkins,[],,"Pure-blood, half-blood, or Squib",,Female,,[],,[],,[],,b7e33269-289d-41e0-a81e-74118f79a413,,,,,,,,,,,,,,
characters,Griselda Marchbanks,[],,,,Female,,"['Governor of the Wizarding Examinations Authority', 'Member of the Wizengamot (formerly)']",,[],Human,"['Madam', 'Professor', 'Governor']",,ffb98956-2780-49d4-b91d-c10c4feb7339,,,,,,,,,,,,,,
characters,Grisema Quoia,[],,,,,,[],,[],,[],,ebd7695f-6edd-4200-b89a-bdbbeba37cd8,,,,,,,,,,,,,,
characters,Grizel Hurtz,[],,,,Female,,['Advice columnist for the Daily Prophet'],,[],Human,[],,a5619553-270d-4286-a0e8-d6b23e053d22,,,,,,,,,,,,,,
characters,Grodbik,[],,,,Male,,[],,[],Goblin,[],,368e4c45-b847-4b0b-8a71-abe91682dd6c,,,,,,,,,,,,,,
characters,Grogan Stump,[],,Pure-blood or half-blood,,Male,Hufflepuff,['Minister for Magic (1811–1819)'],,[],Human,['Minister for Magic'],,cabc5f6e-8d47-43d4-9b88-7d7ac85a049b,,,,,,,,,,,,,,
characters,Gross,[],,,,,,[],,[],Human,[],,ef408a39-87b7-400a-bbdb-4c6e0b8ec6cc,,,,,,,,,,,,,,
characters,Group of injured giants,[],,,,Males,,[],,[],Giants,[],,690d85b3-f1e7-4964-b674-940df763045f,,,,,,,,,,,,,,
characters,Grozdan Petkov,[],,Pure-blood,,Male,,[],,[],Human,['Chaser'],,140048c7-db70-4969-9e0c-0ca3983c78e3,,,,,,,,,,,,,,
characters,Gruffyd Wellnelly,['Gruff (by Baglan Wellnelly)'],,Pure-blood,,Male,"Gryffindor, Hufflepuff, or Slytherin",[],,[],Human,['Seeker'],,ce74bfd1-3c56-4ef2-8915-6f24c31fd442,,,,,,,,,,,,,,
characters,Grugwyn Rufford,[],,,,Male,,[],,[],Human,[],,4e044cba-7e9f-4e9e-aaa0-4c4b51f907d8,,,,,,,,,,,,,,
characters,Grumble,['The Grubbly Goat'],,,,Goat,,[],,[],,[],,bc7c60cd-7e53-4c21-a40a-0b9f748bc66f,,,,,,,,,,,,,,
characters,Grund,[],,,,,,[],,[],Human,['Doktor'],,cc37da53-e845-47ea-afb8-f5ddcab0a4a9,,,,,,,,,,,,,,
characters,Gryffindor boy,[],,,,Male,Gryffindor,[],,[],Human,[],,b4935e7d-b129-4991-8c68-61b731f908c0,,,,,,,,,,,,,,
characters,Gryffindor Dragon Club member,[],,Pure-blood or half-blood (most likely),,Female,Gryffindor,[],,[],Human,[],,caec3e07-f189-4730-9b3a-1c05eb375056,,,,,,,,,,,,,,
characters,Gryffindor fifth-year who congratulated Harry Potter,[],,,,,Gryffindor,[],,[],Human,[],,4f9f68bf-b0b0-4d2b-a59f-a68f808f116b,,,,,,,,,,,,,,
characters,Gryffindor girl,[],,,,Female,Gryffindor,[],,[],Human,[],,78c3ff6a-f1b5-404d-803e-29a5874ba60e,,,,,,,,,,,,,,
characters,Gryffindor girl,[],,Pure-blood or Half-blood,,Female,Gryffindor,[],,[],Human,[],,1f321d1d-36d7-4635-8911-fefaf71375fa,,,,,,,,,,,,,,
characters,Gryffindor Lad,[],,,,Male,Gryffindor,[],,[],Human,[],,8d100565-3b61-4724-a098-d41da8af554b,,,,,,,,,,,,,,
characters,Gryffindor man,[],,,,Male,Gryffindor,['Head of Gryffindor House (? - before 1991)'],,[],Human,['Head of Gryffindor House'],,d163244c-b09d-4c79-a36e-4d38fd8404b4,,,,,,,,,,,,,,
characters,Gryffindor man,[],,,,Male,Gryffindor,['Head of Gryffindor House (? - before 1991)'],,[],Human,['Head of Gryffindor House'],,c606312b-1fb9-43ec-840b-e1f6ac31042d,,,,,,,,,,,,,,
characters,Gryffindor man,[],,,,Male,Gryffindor,['Head of Gryffindor House (? - before 1991)'],,[],Human,['Head of Gryffindor House'],,490b33bf-40e8-4da6-97a1-880b91941e45,,,,,,,,,,,,,,
characters,Gryffindor Prefect,[],,,,Male,Gryffindor,[],,[],Human,['Prefect'],,676f46fc-6852-4732-b754-f83115999df3,,,,,,,,,,,,,,
characters,Gryffindor Prefect,[],,,,,Gryffindor,[],,[],Human,['Prefect'],,718eccc0-8a49-400a-8164-a4deb0356116,,,,,,,,,,,,,,
characters,Gryffindor Seeker whose portrait lost his Golden Snitch,[],,,,Male,Gryffindor,['Head of Gryffindor House'],,[],Human,"['Seeker', 'Head of Gryffindor House']",,6f380439-53fa-4362-8648-6bacfba3d19d,,,,,,,,,,,,,,
characters,Gryffindor student,[],,,"A rat, A rattlesnake, A bloody eyeball",Female,Gryffindor,[],,[],Human,[],,f6c818d2-10b2-45a9-8089-a8f45cb78431,,,,,,,,,,,,,,
characters,Gryffindor student in Bewildering Blooms,[],,,,Male,Gryffindor,[],,[],Human,[],,eabbb6a2-2701-4dd5-add6-7bb7966b0c30,,,,,,,,,,,,,,
characters,Gryffindor Wizard's Chess champion,[],,,,Male,Gryffindor,[],,[],Human,[],,dcbecaaa-9888-4790-a5f3-a0fb1f3ae9d7,,,,,,,,,,,,,,
characters,Gryffindor Wizard's Chess champion,[],,,,Male,Gryffindor,[],,[],Human,[],,c5e20a2b-df84-4a2e-b1e1-1d38e3991342,,,,,,,,,,,,,,
characters,Gryffindor Wizard's Chess champion,[],,,,Male,Gryffindor,[],,[],Human,[],,073ffd29-ef59-4c2c-a4a7-b7ebad29dddd,,,,,,,,,,,,,,
characters,Gryffindor Wizard's Chess champion,[],,,,Male,Gryffindor,[],,[],Human,[],,5496b409-fe6a-4f21-98a4-6d882fd6550b,,,,,,,,,,,,,,
characters,Gryffindor Wizard's Chess champion,[],,,,Male,Gryffindor,[],,[],Human,[],,a38bcb14-6e99-4a91-bff1-88f8aa6aa3fb,,,,,,,,,,,,,,
characters,Guillory,[],,,,Male,,[],,[],Human,[],,bd407ca8-a0a4-426e-90a6-e6f672e7b6c5,,,,,,,,,,,,,,
characters,Gulliver Pokeby,[],,,,Male,,"['Magizoologist', 'Author']",,[],Human,[],,401667b3-19ab-4719-8a14-783c103c2564,,,,,,,,,,,,,,
characters,Gunhilda de Gorsemoor,['The One-Eyed Witch'],,,,Female,,['Healer'],,[],Human,[],,2d7b5662-42d1-45cc-8665-a1e47c5ddefd,,,,,,,,,,,,,,
characters,Gunhilda Kneen,[],,,,Female,,['Catcher'],,['Goodwin Kneen (husband)'],Human,['Catcher'],,c6630931-91bc-49ad-b0d5-36031c279bb6,,,,,,,,,,,,,,
characters,Gunnar Grimmson,[],,,,Male,,['Bounty hunter'],,[],Human,[],,4922675f-acad-48c1-bb0d-3bf1b2d3f338,,,,,,,,,,,,,,
characters,Günther the Violent,[],,,,Male,,[],,[],Human,[],,67c34011-3572-4c14-9394-86742ec350d9,,,,,,,,,,,,,,
characters,Gustave Flaubert,[],,Non-Magique,,Male,,"['Author', 'Journalist']",,[],Human,[],,e8deabe3-9ff7-4710-a807-7aff09d3340f,,,,,,,,,,,,,,
characters,Gustave Flaubert,[],,,,Male,,['Author'],,[],Human,[],,1c1c3d45-366b-468f-b6d6-adb215113e3d,,,,,,,,,,,,,,
characters,Guthrie Lochrin,[],,,,Male,,[],,[],Human,[],,5764169c-6557-42b5-8fd2-2c7e1874f11a,,,,,,,,,,,,,,
characters,Gwallter,[],,,,Male,,[],,[],Human,[],,bcf92e8d-e881-4175-a8b1-599518a89271,,,,,,,,,,,,,,
characters,G. Weasley,[],,Pure-blood,,Male,,[],,[],Human,[],,cf0b4ee7-1896-4441-876d-9258fa8199a8,,,,,,,,,,,,,,
characters,G. Weasley's neighbour,[],,,,,,[],,[],Human,[],,415bc6ff-8c16-477a-a123-25f6bfea7b7e,,,,,,,,,,,,,,
characters,Gwendoline Babcocke,[],,,,Female,,['Shop assistant at The Magic Neep'],,[],Human,[],,7f55f478-6ed5-46bb-8b9f-e2bfcdb5bcf4,,,,,,,,,,,,,,
characters,Gwendoline Babcocke's mother,[],,,,Female,,[],,[],Human,[],,b96be0c3-e649-484e-8866-e9221690ec36,,,,,,,,,,,,,,
characters,Gwendoline Hedgeflower,[],,Pure-blood or half-blood,,Female,Hufflepuff,[],,[],Human,[],,72a5dffb-e72d-4e8c-8079-572a67793c1d,,,,,,,,,,,,,,
characters,Gwendolyn,['Gwen'],,,,Female,Slytherin,[],,['Muriel'],Human,[],,d7aad388-26df-4d00-9376-2e3e3ae1103c,,,,,,,,,,,,,,
characters,Gwendolyn Morgan,[],,,,Female,,['Professional Quidditch player for the Holyhead Harpies'],,[],Human,['Quidditch Captain'],,88bd449c-c37c-496a-ab33-f12d2de019e0,,,,,,,,,,,,,,
characters,Gwendolyn Zhou,[],,,,Female,,"['British Ministry of Magic employee (formerly)', 'Master thief']",,[],Human,[],,b766711f-83ea-4090-b340-861d5eb320fd,,,,,,,,,,,,,,
characters,Gwenlyn Jenkins,[],,Squib,,Female,,"['Assistant to Skender (formerly)', 'Assistant to Newton Scamander']",,[],Human,[],,e433820b-ecf2-4a54-b4a8-0184f30ee1e7,,,,,,,,,,,,,,
characters,Gwenog,[],,,,Female,,['Quidditch player'],,[],Human,[],,f38312e7-91e4-4e42-b53f-b37121c16179,,,,,,,,,,,,,,
characters,Gwenog Jones,[],,,,Female,,"['Captain and Beater of the Holyhead Harpies (formerly)', 'Manager of the Welsh National Quidditch team']",,[],Human,"['Captain', 'Beater']",,8c7dead9-cd2f-48a9-84fe-66c4d11fcdaa,,,,,,,,,,,,,,
characters,Gwydion Idris,[],,Half-blood,,Male,Slytherin,[],,[],Human,[],,ba7fd609-9cdf-4eee-a024-3eb1f79676e5,,,,,,,,,,,,,,
characters,Gwyneira,[],,,,Female,,[],,[],Diricawl,[],,62fa0ad1-467a-4c9e-b2e4-01d4fc4a7ecb,,,,,,,,,,,,,,
characters,Hadrian Whittle,[],,,,Male,,"['Author, Herbologist']",,[],Human,[],,42f4ecf1-1787-4dae-9242-1dbc619dc0f2,,,,,,,,,,,,,,
characters,Haley Dakota,[],,,,Female,Gryffindor,[],,[],Human,[],,cc85940f-ae15-4851-a817-b25339f073e6,,,,,,,,,,,,,,
characters,Hambledon Quince,[],,Pure-blood or half-blood (possibly),,Male,,"['Author', 'Magical Theoretician']",,[],Human,[],,81c79806-3215-45c1-a833-aad0ef0d187d,,,,,,,,,,,,,,
characters,Hamish Buchanan,[],,Pure-blood or half-blood,,Male,,[],,[],Human,[],,26d429ef-514b-40df-b13b-caea40ddf1f1,,,,,,,,,,,,,,
characters,Hamish Frater,[],,,,Male,Gryffindor,[],,[],Human,['Quidditch Captain'],,63ec24e7-3b4e-4fa4-b285-68127fc6f3a2,,,,,,,,,,,,,,
characters,Hamish Knighton,[],,,,Male,Hufflepuff,[],,[],Human,[],,b9ce5cbf-96f3-4c99-857b-da4f3752f15d,,,,,,,,,,,,,,
characters,Hamish MacFarlan,[],,,,Male,,"['Professional Quidditch player', 'Head of the Department of Magical Games and Sports']",,[],Human,['Captain (formerly)'],,0bc141f6-cad9-4304-ae56-2c58b175d221,,,,,,,,,,,,,,
characters,Hamish Steed,[],,,,Male,,[],,[],Human,[],,f2220a80-8375-4a37-a267-eb78f77d0caf,,,,,,,,,,,,,,
characters,Hanae Katō,['Hanae-chan (by Yumi Ito)'],,,,Female,,[],,[],Human,[],,69608da4-af82-4bed-b380-c775dbaadbb1,,,,,,,,,,,,,,
characters,'Handsome Poltergeist',[],,,,Male,,[],,[],Poltergeist,[],,3d656789-e0e1-476c-875c-84b53fadb56d,,,,,,,,,,,,,,
characters,Haniball Carathi,[],,,,Male,,['Artist'],,[],Human,[],,40834a4b-2d65-483e-8a98-ba764299fe87,,,,,,,,,,,,,,
characters,Hankerton Humble,[],,Pure-blood or half-blood (possibly),,Male,,['Hogwarts caretaker'],,[],Human,['Caretaker'],,4f11d502-8602-426c-998e-354d07ce8eb5,,,,,,,,,,,,,,
characters,Hannah Abbott,[],,Pure-blood or half-blood (possibly),Lord Voldemort,Female,Hufflepuff,"['Landlady of the Leaky Cauldron (c.1998-2014)', 'Healer (2014-?)']",Non-corporeal,[],Human,"['Prefect', 'Charms Tutor']",,07d8a3d2-025d-4c36-b3cf-5efa46a88c93,,,,,,,,,,,,,,
characters,Hannah Cockleford,[],,,,Female,,[],,[],Human,[],,5a9b6f70-dbad-4b71-9e21-0961a8b53de2,,,,,,,,,,,,,,
characters,Hannah Wellengood,[],,,,Female,,[],,[],Human,[],,91983f3f-2556-4e8f-9eb3-c67b2f53019b,,,,,,,,,,,,,,
characters,Hans,[],,,,Male,,[],,[],Augurey,[],,fd7183ed-e887-4b4a-bf98-9653ab2cf4f2,,,,,,,,,,,,,,
characters,Hans Hoode,[],,,,Male,,[],,[],Human,[],,1a3f0076-6f69-4dca-9881-a44424e58b81,,,,,,,,,,,,,,
characters,Hardik Tandel,[],,,,Male,Gryffindor,[],,[],Human,[],,423d93c7-2994-4cae-bfcc-0be95addc47f,,,,,,,,,,,,,,
characters,Hardwin Potter,[],,Pure-blood or half-blood,,Male,,[],,['Iolanthe Potter(née Peverell) (wife) †'],Human,[],,df477d6c-ae9a-4e92-89de-39f7e1ce7b42,,,,,,,,,,,,,,
characters,Hardwin Potter's siblings,[],,"Pure-blood, half-blood, and/or squib",,,,[],,[],Human,[],,b8ec8d1e-eeb8-410f-b4ef-7c478848a34d,,,,,,,,,,,,,,
characters,Harfang Longbottom,[],,Pure-blood,,Male,,[],,['Callidora Longbottom (wife)'],Human,[],,c72b1b85-e052-4e4e-a7a2-22882db064b1,,,,,,,,,,,,,,
characters,Harfang Longbottom's daughter,[],,Pure-blood,,Female,,[],,[],Human,[],,e9c68a66-7919-4e14-9a5e-8a6e10c6b464,,,,,,,,,,,,,,
characters,Harfang Longbottom's son,[],,Pure-blood,,Male,,[],,[],Human,[],,2b6b0db2-f8a7-4a27-a3e7-9f9daf614d6e,,,,,,,,,,,,,,
characters,Harfang Munter,[],,Pure-blood or half-blood (possibly),,Male,,['Headmaster of Durmstrang Institute'],,[],Human,"['Professor', 'Headmaster']",,aeee4d77-8f06-49d5-9619-12148fac03df,,,,,,,,,,,,,,
characters,Harold,[],,,,Male,,[],,[],Human,[],,0aec76f9-5b52-4d02-b72e-9919ec94cef4,,,,,,,,,,,,,,
characters,Harold Dingle,[],,,,Male,,[],,[],Human,[],,66b20b84-d5ec-4cd9-9c6b-ee55a37a35c7,,,,,,,,,,,,,,
characters,Harold Grace,[],,No-Maj,,Male,,['Composer and lyricist'],,[],Human,[],,58a61c31-8bb9-4375-adb1-a29b708e7060,,,,,,,,,,,,,,
characters,Harold Minchum,[],,,,Male,,['British Minister for Magic (1975–1980)'],,[],Human,['Minister for Magic'],,8fc90cff-be49-4050-803c-125d921cbe98,,,,,,,,,,,,,,
characters,Harold Ruddle,[],Sable ferret,,,Male,,[],,[],Human,[],,a2f6b840-b738-4e3f-bd45-4479de110ce5,,,,,,,,,,,,,,
characters,Harold Skively,[],,Magical to unknown extent,,Male,,[],,[],Human,[],,990777e6-62ed-4bad-b9a5-b6ede9376f2f,,,,,,,,,,,,,,
characters,Harper,[],,Pure-blood (most likely),,Male,Slytherin,[],,[],Human,['Seeker'],,393efa36-21cd-4f6f-bf6b-d32f2732f97c,,,,,,,,,,,,,,
characters,Harriet,[],,,,Female,,[],,[],Human,[],,c0b55c1d-af7d-4cd1-9e28-eac2a6a7b3d6,,,,,,,,,,,,,,
characters,Harriet Ellesmere,[],,,,Female,Ravenclaw,[],,[],Human,[],,ca49c3d2-262b-4a1e-a8c2-82868ddebf88,,,,,,,,,,,,,,
characters,Harry James Potter,"['The Boy Who Lived', 'Gregory Goyle (under disguise of Polyjuice Potion)', 'Neville Longbottom (the name he told Stanley Shunpike in his third year)', 'Potty (by Peeves and Slytherins)', 'Perkins (by Cuthbert Binns)', 'The Boy Who Lied (by the Daily Prophet)', 'The Chosen One', 'Barny Weasley (under disguise of Polyjuice Potion)', 'Undesirable No. 1', 'Lightning (by Potterwatch)', 'Plotter (by the Daily Prophet)', 'Albert Runcorn (under disguise of Polyjuice Potion)', 'Vernon Dudley (the name he used to disguise his identity from Snatchers)']",,Half-blood,Dementor,Male,Gryffindor,"['Head of British Auror Office (formerly)', 'Guest lecturer on Defence Against the Dark Arts', 'Head of the Department of Magical Law Enforcement']",Stag,"['Cho Chang (ex-girlfriend)', 'Ginevra Weasley (wife)']",Human,"['Seeker', 'Triwizard Champion', 'Captain', 'Master of Death']",,084f8e27-cf14-4a5d-a961-853e9b7e13b8,,,,,,,,,,,,,,
characters,Harry Trigg,[],,,,Male,,[],,[],Human,[],,1f7939ee-a654-489d-a507-d1a2724f7fee,,,,,,,,,,,,,,
characters,Harry W. Fricker,[],,,,Male,,['Hogwarts groundskeeper'],,[],Human,[],,159d8f74-0b9d-49ac-bd37-cc3c27522bc2,,,,,,,,,,,,,,
characters,Haruka Endoh,[],,,,Female,Hufflepuff,[],,[],Human,[],,4c7674f2-8658-447d-901f-ff4eb2a02912,,,,,,,,,,,,,,
characters,Harvey O'Brien,[],,,,Male,Hufflepuff,[],,[],Human,[],,65307044-fcbd-4fb3-a4b7-4e6c21eae546,,,,,,,,,,,,,,
characters,Harvey Ridgebit,[],,,,Male,,['Dragonologist'],,[],Human,[],,6e154229-b217-4b45-bd02-aef9279039bd,,,,,,,,,,,,,,
characters,Hassan Mostafa,[],,,,Male,,"['Quidditch referee', 'Chairwizard of the International Association of Quidditch']",,[],Human,[],,da6d0180-5034-4242-864c-5c66f4ba545d,,,,,,,,,,,,,,
characters,Havelock Sweeting,[],,,,Male,,['Magizoologist'],,[],Human,[],,bc0b3e13-e857-474f-a2ea-72562fafe639,,,,,,,,,,,,,,
characters,Hawk-like owl,[],,,,,,[],,[],Owl,[],,0bdba40b-5d23-4f63-bd21-fead04773fc8,,,,,,,,,,,,,,
characters,Hayley Quentin,[],,,,Female,Slytherin,[],,[],Human,[],,00fe8220-d6a4-45a9-9392-19ae51efb15d,,,,,,,,,,,,,,
characters,Hayne,[],,Muggle,,Male,,[],,[],Human,['Goodman'],,b3dd7690-0d95-4c96-b9fe-bdf1fd1b96dd,,,,,,,,,,,,,,
characters,Haywood family Puffskein,[],,,,,,[],,[],Puffskein,[],,4f150c77-5859-4ba5-a9a6-b476859adab4,,,,,,,,,,,,,,
characters,Haywood sisters' mother,[],,Muggle-born,,Female,,[],,[],Human,[],,497e8355-ee14-42c3-8a5d-3a8bd695cc6c,,,,,,,,,,,,,,
characters,Hazel,[],,,,Female,,[],,[],Unicorn,[],,865be09a-8d09-447e-b3bf-fdd55525d916,,,,,,,,,,,,,,
characters,Hazel Cordon,[],,,,Female,,[],,[],Human,[],,ed204cab-9aa0-44b2-9436-f6a16088beaf,,,,,,,,,,,,,,
characters,Hazel Fogg,[],,,,Female,Slytherin,[],,[],Human,[],,ffa5b112-7377-43e0-9f98-45474a90e105,,,,,,,,,,,,,,
characters,Hazel Stickney,[],,,,Female,Ravenclaw,[],,[],Human,[],,f2a937e6-2b11-48c0-ac76-f40efd5ba35c,,,,,,,,,,,,,,
characters,H. Chopin,[],,,,Male,,"[""Executioner for the Comité pour L'extermination des Créatures Dangereuses""]",,[],Human,['Monsieur'],,ba9097bf-b064-4ac0-9788-1a1a45a35ef1,,,,,,,,,,,,,,
characters,Headmaster of Castelobruxo,[],,,,Male,,['Headmaster of Castelobruxo (c. 1989)'],,[],Human,"['Headmaster', 'Professor']",,c1b71796-d621-41d1-87a5-02b0c3807822,,,,,,,,,,,,,,
characters,Headmaster of Mahoutokoro,[],,,,Male,,['Headmaster of Mahoutokoro (c. 1990)'],,[],Human,['Headmaster'],,97948261-65ad-4433-8039-fff7cd242f4c,,,,,,,,,,,,,,
characters,Head of Beauxbatons Academy,[],,,,,,['Head of Beauxbatons Academy of Magic (1792 or earlier-?)'],,[],Human,['Headmaster or Headmistress'],,af75b03c-99b0-4cde-b713-75210c5d1fe8,,,,,,,,,,,,,,
characters,Head of Durmstrang Institute,[],,Pure-blood or half-blood,,,,['Headmaster of Durmstrang Institute (1792 or before -?)'],,[],Human,"['Professor', 'Headmaster or Headmistress']",,2a15f9ba-4b89-43a7-ac16-44ec21d561f8,,,,,,,,,,,,,,
characters,Headteacher of Hogwarts,[],,,,,,['Head of Hogwarts School of Witchcraft and Wizardry (1792 or earlier -?)'],,[],Human,"['Professor', 'Head of Hogwarts School of Witchcraft and Wizardry']",,451b1334-91d7-44c3-ab5f-f88e3fd202c0,,,,,,,,,,,,,,
characters,Heady,[],,,,,,[],,[],,[],,591a4473-4e4a-4eec-88f2-74424ec9bda7,,,,,,,,,,,,,,
characters,Healer,[],,,,Female,,"['Proprietor of the, Healer Shop, Healer']",,[],Human,[],,5b0b1686-9cec-46cf-9488-45de40a81dcf,,,,,,,,,,,,,,
characters,Healers,[],,,,Males,,['Healers'],,[],Humans,[],,7bd7e8f1-8ec6-410f-a7db-34af89de8413,,,,,,,,,,,,,,
characters,Heathcote Barbary,[],,,,Male,,['Rhythm guitarist for the Weird Sisters'],,[],Human,[],,3f839d36-6cce-4334-b741-ce3e180d73fb,,,,,,,,,,,,,,
characters,Heather,[],,,,Female,Hufflepuff,[],,[],Human,[],,846cb3df-8af5-4834-b6cf-136d86619d38,,,,,,,,,,,,,,
characters,Heather Thatcham,[],,,,Female,Slytherin,[],,[],Human,[],,962001b2-207b-4dd2-a6b1-e70fa06cd92f,,,,,,,,,,,,,,
characters,Heath Heatherton,[],,,,Male,,['Orchestra conductor'],,[],Human,[],,e07e9f93-7792-4fef-8756-b22b95b1841e,,,,,,,,,,,,,,
characters,Hébert Saucisson,[],,,,Male,,['Veterinarian'],,[],Human,['Doctor'],,cad7effe-f8d2-4ffa-b67e-833fb4d28ed7,,,,,,,,,,,,,,
characters,Hebridean Black at Horntail Hall,[],,,,Female,,[],,[],Dragon (Hebridean Black),[],,fc9eacc3-c4a0-4c20-9f6c-f562f5bda375,,,,,,,,,,,,,,
characters,Hebridean Black at the Magical Creatures Reserve,[],,,,Female,,[],,[],Hebridean Black,[],,95cc49cc-7d91-4812-af8c-1446d6969017,,,,,,,,,,,,,,
characters,Hecate Oakham,[],,,,Female,Hufflepuff,[],,[],Human,[],,fa99597e-03b6-4305-a49a-3c612a0f5797,,,,,,,,,,,,,,
characters,Hector Bolobolo,[],,,,Male,,['Manager and trainer for the Fijian National Quidditch team'],,[],Human,[],,b1609a8a-e504-4f3d-be9a-0882cae57e91,,,,,,,,,,,,,,
characters,Hector Dagworth-Granger,[],,Pure-blood or half-blood (possibly),,Male,,['Potioneer'],,[],Human,[],,d06095d1-d975-4ef7-9a12-bc0d5a56f56f,,,,,,,,,,,,,,
characters,Hector Fawley,['Flamboyant Fawley'],,Pure-blood,,Male,Ravenclaw,['British Minister for Magic (1925-1939)'],,[],Human,['Minister for Magic'],,f8cf285e-e648-4288-8879-02476a94724a,,,,,,,,,,,,,,
characters,Hector Jenkins,[],,,,Male,Gryffindor,[],,[],Human,[],,19f6af27-9771-4cf2-9e1b-a3e880df90d0,,,,,,,,,,,,,,
characters,Hector Lamont,[],,,,Male,,['Seeker for the Scottish International Quidditch team'],,[],Human,['Seeker'],,318163d3-c055-432e-8cf2-680c421642cd,,,,,,,,,,,,,,
characters,Hector Podmore,[],,,,Male,,"['Minister in the British Ministry of Magic', 'British Envoy to the International Confederation of Wizards']",,[],Human,['Minister'],,e41a4443-ab9f-46c7-a2ea-fd55d9c49dbe,,,,,,,,,,,,,,
characters,Hedley Fleetwood,[],,,,Male,,[],Woolly mammoth,[],Human,[],,db534b41-8f45-4570-b421-97a187e7d7b5,,,,,,,,,,,,,,
characters,Hedwig,[],,,,Female,,[],,[],Snowy owl,[],,f087b4b8-1f0c-48c2-8e3e-39bb487cd2fb,,,,,,,,,,,,,,
characters,Hedwig,[],,,,Female (likely),,[],,[],Human,['Saint'],,11341603-ac06-4581-ad8a-30b68de901ed,,,,,,,,,,,,,,
characters,Hedwig's killer,[],,Pure-blood or half-blood (most likely),,,,[],,[],Human,[],,1f4c3732-ba14-4365-82f1-3ba4ca16f026,,,,,,,,,,,,,,
characters,Heidi Macavoy,[],,,,Female,Hufflepuff,[],,[],Human,['Chaser'],,dcc222e7-a65a-4a99-9f82-6ccfbaafd440,,,,,,,,,,,,,,
characters,Heinrich Eberstadt,[],,,,Male,,['Swiss delegate of the International Confederation of Wizards'],,[],Human,[],,ca9a60c8-3da7-4e64-a9e5-d18dd9f6ab3a,,,,,,,,,,,,,,
characters,Helbert Spleen,[],,,,Male,,"[""Healer at St Mungo's Hospital for Magical Maladies and Injuries"", 'Advice columnist for the Daily Prophet']",,[],Human,['Professor'],,bb7e67c1-a13d-4ddd-ac9e-ab488c426f55,,,,,,,,,,,,,,
characters,Helena Ravenclaw,"['The Ghost of Ravenclaw', 'Grey Lady']",,Pure-blood or half-blood,,Female,Ravenclaw,['Ravenclaw House Ghost'],,[],"Human (formerly), Ghost",['Lady'],,075726dd-444f-4c14-9d8f-52a24e99c59b,,,,,,,,,,,,,,
characters,Helen Dawlish,[],,,,Female,Ravenclaw,[],,[],Human,[],,11e0ca30-a567-4551-9448-92dac938a468,,,,,,,,,,,,,,
characters,Hèlène A. Plasse,[],,,,Female,,[],,[],Human,['Grand Sorceress'],,3bfdf6ae-fdcc-4b69-b15c-a6a64d4de750,,,,,,,,,,,,,,
characters,Helen Monroe,[],,,,Female,Hufflepuff,[],,[],Human,[],,691aa9f5-f63f-4095-adc2-651ac5884d60,,,,,,,,,,,,,,
characters,Helen Thistlewood,[],,,,Female,,['Auror (formerly)'],Rabbit,[],Human,[],,d3d6fea9-20d4-4840-b774-37daa700da59,,,,,,,,,,,,,,
characters,Helen Young,[],,Muggle,,Female,,['Actress'],,[],Human,[],,d060629a-4dc3-4c06-896e-8ba68293c4a7,,,,,,,,,,,,,,
characters,Helga Hufflepuff,[],,Pure-blood or half-blood,,Female,Hufflepuff,"['Teacher at Hogwarts School of Witchcraft and Wizardry', 'Founder of Hogwarts School of Witchcraft and Wizardry']",Non-corporeal,[],Human,['Professor'],,a0b18b4d-cd5b-4a85-8d07-a0f853bd3425,,,,,,,,,,,,,,
characters,Heliotrope Wilkins,[],,,,Female,,['Headmistress of Hogwarts School of Witchcraft and Wizardry'],,[],Human,"['Professor', 'Headmistress']",,65e2f657-40b4-4104-a086-6996c7f9679f,,,,,,,,,,,,,,
characters,Heliotrope Willis,[],,,,Female,,['Leader of the Troll Rights Movement'],,[],Human,[],,5a109ce1-6871-41a8-b241-042793b2d682,,,,,,,,,,,,,,
characters,Helixa Hyslop,[],,,,Female,,[],,[],Human,[],,63aba8cd-3ef7-4a3b-9ee9-f65640431e92,,,,,,,,,,,,,,
characters,Helmut,[],,,,Male,,['Head of the German Auror Office'],,[],Human,[],,92df63a6-92a2-46bd-a575-42e1a3710e92,,,,,,,,,,,,,,
characters,Helmut Weiss,[],,,,Male,,['Auror'],,[],Human,[],,6fbb4bf6-ddff-4795-b8d6-5fc9ef6a9a8b,,,,,,,,,,,,,,
