entity_type,name,slug,alias_names,animagus,blood_status,boggart,born,died,eye_color,family_members,gender,hair_color,height,house,image,jobs,marital_status,nationality,patronus,romances,skin_color,species,titles,wands,weight,wiki,entity_id,category,creator,effect,hand,incantation,light,characteristics,difficulty,inventors,ingredients,manufacturers,side_effects,time,author,cover,dedication,pages,release_date,summary,title
characters,Charity Burbage,charity-burbage,[],,Pure-blood or half-blood (possibly),,Before 1980,"Late July 1997, Malfoy Manor, Wiltshire, England, Great Britain",,[],Female,,,,https://static.wikia.nocookie.net/harrypotter/images/b/b8/Brilliant_Professor_Burbage_WU.png,['Professor of Muggle Studies at Hogwarts (c. 1993–1997)'],Single,British or Irish,Non-corporeal,[],,Human,['Professor'],"['Unknown length, wood and core']",,https://harrypotter.fandom.com/wiki/Charity_Burbage,a9775f62-259c-4c98-ab74-fb5fea326162,,,,,,,,,,,,,,,,,,,,
characters,Charity Wilkinson,charity-wilkinson,[],,,,,,,"['Saranna Wilkinson (possibly)', 'Wilkinson family']",Female,,,,,"['Auror (formerly)', 'President of the Magical Congress of the United States of America']",,American,,[],,Human,['President'],"['Unknown length, wood and core']",,https://harrypotter.fandom.com/wiki/Charity_Wilkinson,f749a6b0-1d2c-4211-a1d0-e1120ea94522,,,,,,,,,,,,,,,,,,,,
characters,Charlatan,charlatan,[],,Muggle,,,,,[],Male,,,,https://static.wikia.nocookie.net/harrypotter/images/f/f9/Charlatan.jpg,"[""King's Private Magic Master for the King (formerly)""]",,,,[],,Human,['Grand Sorcerer in Chief (formerly)'],[],,https://harrypotter.fandom.com/wiki/Charlatan,7e5d64f7-a493-4fa5-bf6d-5c58e05c89dd,,,,,,,,,,,,,,,,,,,,
characters,Charles Dana Gibson,charles-dana-gibson,[],,No-Maj,,14 September 1867,23 December 1944,,[],Male,,,,,['Illustrator'],,,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Charles_Dana_Gibson,1e124cae-98dd-4bf0-acb7-b388a28e6626,,,,,,,,,,,,,,,,,,,,
characters,Charles Demengeot,charles-demengeot,[],,,,,,,[],Male,,,,,"['Author', 'Engraver']",,,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Charles_Demengeot,9acf34ef-34dc-46c4-888f-26c6371d8090,,,,,,,,,,,,,,,,,,,,
characters,Charles Dickens,charles-dickens,[],,,,1812,1870 (aged 58),,[],Male,,,,,['Author'],,English,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Charles_Dickens,a06a46cb-dd3a-4d47-bb19-a1eb203a0fe1,,,,,,,,,,,,,,,,,,,,
characters,Charles Epanel,charles-epanel,[],,Muggle,,1936,1972 (aged 35 - 36),,[],Male,,,,,[],,,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Charles_Epanel,b78f83bf-8550-4f32-98ab-b0481e94826c,,,,,,,,,,,,,,,,,,,,
characters,Charlesetta Nagy,charlesetta-nagy,['Mother'],,,,,,,[],Female,,,,https://static.wikia.nocookie.net/harrypotter/images/a/a4/Charlesetta_Nagy_-_wanted_poster.png,[],,,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Charlesetta_Nagy,368feeb1-9ec4-46e2-b3dc-59ffc8f99647,,,,,,,,,,,,,,,,,,,,
characters,Charles Machin,charles-machin,[],,,,31 August 1982 or earlier,,Grey,[],Male,Red,,Slytherin,https://static.wikia.nocookie.net/harrypotter/images/8/81/Charles_Machin.png,[],,British or Irish,,[],Light,Human,[],[],,https://harrypotter.fandom.com/wiki/Charles_Machin,c4a763c9-cc47-49c3-8547-695d05692875,,,,,,,,,,,,,,,,,,,,
characters,Charles Pikal,charles-pikal,[],,Muggle,,1935,1972 (aged 36 - 37),,[],Male,,,,,[],,,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Charles_Pikal,c151eb20-e931-440f-8e9d-0164d16b1150,,,,,,,,,,,,,,,,,,,,
characters,Charles Rookwood,charles-rookwood,[],,,,c. 15th century,By 1890,Brown,"['Descendant †', 'Victor Rookwood (descendant) †', 'Augustus Rookwood (possibly)', 'Rookwood family']",Male,White,,Slytherin,https://static.wikia.nocookie.net/harrypotter/images/0/09/Charles_Rookwood_2_HL.png,['Professor of Transfiguration at Hogwarts School of Witchcraft and Wizardry'],,Scottish,,[],Light,Human,['Professor'],"['Unknown length, wood, and core']",,https://harrypotter.fandom.com/wiki/Charles_Rookwood,0023d9e9-0f82-4842-9e21-443ce06f163a,,,,,,,,,,,,,,,,,,,,
characters,Charles Szczech,charles-szczech,[],,,,Before the 1920s,,,[],Male,,,,,['Author'],,French,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Charles_Szczech,0f13c402-a090-44ca-bea2-bc3999312e9f,,,,,,,,,,,,,,,,,,,,
characters,Charles Weasley,charles-weasley,['Charlie (by family and friends)'],,Pure-blood,,"12 December 1972  England, Great Britain",,Brown,"['Septimus Weasley (paternal grandfather)', 'Cedrella Weasley (née Black) (paternal grandmother)', 'Maternal grandfather', 'Two paternal uncles', 'Gideon Prewett (maternal uncle) †', 'Fabian Prewett (maternal uncle) †', 'Bilius (uncle or uncle by marriage) †', 'Uncle or uncle by marriage', 'First cousin', 'Arthur Weasley (father)', 'Molly Weasley (née Prewett) (mother)', 'William Weasley (older brother)', 'Percy Weasley (younger brother)', 'Fred Weasley (younger brother) †', 'George Weasley (younger brother)', 'Ronald Weasley (younger brother)', 'Ginevra Potter (née Weasley) (younger sister)', 'Victoire Weasley (niece)', 'Dominique Weasley (niece)', 'Louis Weasley (nephew)', 'Molly Weasley (II) (niece)', 'Lucy Weasley (niece)', 'Fred Weasley (II) (nephew)', 'Roxanne Weasley (niece)', 'Rose Granger-Weasley (niece)', 'Hugo Granger-Weasley (nephew)', 'James Potter (II) (nephew)', 'Albus Potter (nephew)', 'Lily Potter (II) (niece)', 'Panju Weasley (nephew in alternate timeline)', 'Fleur Weasley (née Delacour) (sister-in-law)', 'Audrey Weasley (sister-in-law)', 'Angelina Weasley (née Johnson) (sister-in-law)', 'Hermione Granger (sister-in-law)', 'Harry Potter (brother-in-law)', 'Padma Patil (sister-in-law in alternate timeline)', 'Matilda Weasley (possible relative)', 'G. Weasley (possible relative)', 'Garreth Weasley (possible relative)', 'Possible relative', 'Possible relatives', 'Hector Weasley (possible relative)', 'Weasley family (paternal family)', 'Prewett family (maternal family)']",Male,Red,,Gryffindor,https://static.wikia.nocookie.net/harrypotter/images/d/d0/Charlie_PM.jpg,['Dragonologist'],Single,English,Non-corporeal,[],Heavily freckled,Human,"['Prefect', 'Seeker', 'Quidditch Captain']","[""12', Ash, unicorn tail hair (formerly)"", 'Unknown length, wood and core']",,https://harrypotter.fandom.com/wiki/Charles_Weasley,83fd3930-9f3d-4aa1-8c7a-7dd94dd3a25d,,,,,,,,,,,,,,,,,,,,
characters,Charles W. Edwards,charles-edwards,[],,Muggle,,,,,[],Male,,,,,[],,,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Charles_Edwards,a5a0a60e-8da1-4b9e-a4a4-15a69140f623,,,,,,,,,,,,,,,,,,,,
characters,Charlie Baverstock,charlie-baverstock,[],,,,,,,[],Male,,,,,['Manager of the New Zealand National Quidditch team'],,,,[],,Human,['Manager'],[],,https://harrypotter.fandom.com/wiki/Charlie_Baverstock,0e0452ad-54a8-4bc2-bd6e-157eec33bdcf,,,,,,,,,,,,,,,,,,,,
characters,Charlie Farley,charlie-farley,[],,,,,,,"['Bella Farley (unknown)', 'Jake Farley (unknown)', 'Madge Farley (unknown)']",Male,,,,,[],,,,[],,,[],[],,https://harrypotter.fandom.com/wiki/Charlie_Farley,5d8b6242-d53b-4f30-af4d-322d1c692e2c,,,,,,,,,,,,,,,,,,,,
characters,Charlie G,charlie-g,[],,Muggle,,,,,[],Male,,,,https://static.wikia.nocookie.net/harrypotter/images/0/06/NoOneLooksAtTheCeiling.jpg,['Musician'],,,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Charlie_G,99b903e4-41c7-4790-8d34-08ac0000918e,,,,,,,,,,,,,,,,,,,,
characters,Charlie Stainforth,charlie-stainforth,[],,,,31 August 1982 or earlier,,Green,[],Male,Blond,,Gryffindor,https://static.wikia.nocookie.net/harrypotter/images/d/db/Charlie_Stainforth.png,[],,British or Irish,,[],Light,Human,[],[],,https://harrypotter.fandom.com/wiki/Charlie_Stainforth,987bdeb9-9aed-4280-9f17-d2eb41348857,,,,,,,,,,,,,,,,,,,,
characters,Charlotte Morrison,charlotte-morrison,[],,,,Between 1 September 1874 and 31 August 1875,,Brown,[],Female,Brown,,Hufflepuff,https://static.wikia.nocookie.net/harrypotter/images/a/ad/Charlotte_Morrison_-_HL.png,[],,British or Irish,,[],Dark,Human,[],"['Unknown length, wood and core']",,https://harrypotter.fandom.com/wiki/Charlotte_Morrison,d0d1e853-69a2-4abb-9f6a-741cbae21444,,,,,,,,,,,,,,,,,,,,
characters,Charlus Potter,charlus-potter,[],,Pure-blood,,Before 1977,Before 31 October 1981,,"['Dorea Potter (née Black) (wife) †', 'Son †', 'Cygnus Black (II) (father-in-law) †', 'Violetta Black (née Bulstrode) (mother-in-law)', 'Pollux Black (brother-in-law) †', 'Cassiopeia Black (sister-in-law) †', 'Marius Black (brother-in-law) †', 'Irma Black) (née Crabbe) (sister-in-law by marriage)', 'Walburga Black (niece by marriage) †', 'Alphard Black (nephew by marriage) †', 'Cygnus Black (III) (nephew by marriage) †', 'Araminta Meliflua Black (possible niece by marriage) †', 'Linfred of Stinchcombe (possible ancestor) †', 'Ignotus Peverell (possible ancestor) †', 'Possible ancestor †', 'Hardwin Potter (possible ancestor) †', 'Iolanthe Peverell (possible ancestor) †', 'Possible ancestors †', 'Ralston Potter (possible relative) †', 'Abraham Potter (possible relative) †', 'Possible relative †', 'Henry Potter (possible relative) †', 'Fleamont Potter (possible relative) †', 'Euphemia Potter (possible relative) †', 'James Potter (I) (possible relative) †', 'Lily Potter (I) (née Evans) (possible relative) †', 'Harry Potter (possible relative) †', 'Ginevra Potter (née Weasley) (possible relative) †', 'James Potter (II) (possible relative)', 'Albus Potter (possible relative)', 'Lily Potter (II) (possible relative)', 'Potter family', 'House of Black (in-laws)']",Male,,,,https://static.wikia.nocookie.net/harrypotter/images/7/72/Charlus.jpg,[],Married or widowed,,,['Dorea Potter (wife) †'],,Human,[],[],,https://harrypotter.fandom.com/wiki/Charlus_Potter,01e2304f-525d-4120-8efa-743656a305fa,,,,,,,,,,,,,,,,,,,,
characters,Charlus Potter's son,charlus-potter-s-son,[],,Pure-blood,,,Before 31 October 1981,,"['Charlus Potter (father) †', 'Dorea Potter (née Black) (mother) †', 'Pollux Black (maternal uncle) †', 'Cassiopeia Black (maternal aunt) †', 'Marius Black (maternal uncle) †', 'Irma Black (née Crabbe) (maternal aunt by marriage)', 'Walburga Black (maternal first cousin; maternal second cousin-in-law) †', 'Alphard Black (maternal first cousin) †', 'Cygnus Black (III) (maternal first cousin) †', 'Araminta Meliflua Black (possible maternal first cousin) †', 'Cygnus Black (II) (maternal grandfather) †', 'Violetta Bulstrode (née Bulstrode) (maternal grandmother)', 'Linfred of Stinchcombe (possible paternal ancestor) †', 'Ignotus Peverell (possible paternal ancestor) †', 'Possible paternal ancestor †', 'Hardwin Potter (possible paternal ancestor) †', 'Iolanthe Peverell (possible paternal ancestor) †', 'Ralston Potter (possible paternal relative) †', 'Abraham Potter (possible paternal relative) †', 'Mr Potter (possible paternal relative) †', 'Henry Potter (possible paternal relative) †', 'Fleamont Potter (possible paternal relative) †', 'James Potter (I) (possible paternal relative) †', 'Harry Potter (possible paternal relative)', 'James Sirius Potter (possible paternal relative)', 'Albus Potter (possible paternal relative)', 'Lily Potter (possible paternal relative)', 'Potter family (paternal family)', 'House of Black (maternal family)']",Male,,,,,[],,,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Charlus_Potter's_son,540c1053-33b3-4424-b9b9-32940b6c4df3,,,,,,,,,,,,,,,,,,,,
characters,Chas,chas,[],,,,,,,[],Male,,,,,[],,,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Chas,f39bc08d-4d23-4915-a929-0410e03a7bed,,,,,,,,,,,,,,,,,,,,
characters,Chastity Barebone,chastity-barebone,[],,No-Maj,,Between c. 1901 and 7 December 1905,"7 December 1926, Pike Street, New York City, New York, United States of America, North America",,"['Mary Lou Barebone (adoptive mother) †', 'Aurelius Dumbledore (adopted brother)', 'Modesty Barebone (adopted sister)', 'Bartholomew Barebone (adoptive ancestor) †', 'Adoptive ancestor †', 'Barebone family (adoptive family)']",Female,,,,https://static.wikia.nocookie.net/harrypotter/images/7/79/Chastity01.jpg,[],,American,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Chastity_Barebone,9e08baee-8d1d-4676-9419-8468138f1d48,,,,,,,,,,,,,,,,,,,,
characters,Chauncey Clearwater,chauncey-clearwater,[],,,,Between 1 September 1990 and 31 August 1997,,Brown,"['Penelope Clearwater (possibly)', 'Clearwater family']",Male,Dark brown,,,https://static.wikia.nocookie.net/harrypotter/images/b/bf/Chauncey_Clearwater_2_MA.jpg,[],,British or Irish,,[],Dark,Human,[],[],,https://harrypotter.fandom.com/wiki/Chauncey_Clearwater,0c259367-8321-4bd4-8040-7641cf580562,,,,,,,,,,,,,,,,,,,,
characters,Chauncey Oldridge,chauncey-oldridge,[],,,,1342,1379 (aged 36-37),Bright Blue,[],Male,Reddish brown,,,https://static.wikia.nocookie.net/harrypotter/images/7/7d/Chauncey_Oldridge_HM.png,[],,,,[],Green (from Dragon pox),Human,[],[],,https://harrypotter.fandom.com/wiki/Chauncey_Oldridge,9527bdf4-c932-41d3-af46-51c4d286b791,,,,,,,,,,,,,,,,,,,,
characters,Chauncy,chauncy,[],,,,31 August 1974 or earlier,,Brown,[],Male,Brown,,Hufflepuff,https://static.wikia.nocookie.net/harrypotter/images/a/a2/Chauncy.jpg,[],,British or Irish,,[],Light,Human,[],[],,https://harrypotter.fandom.com/wiki/Chauncy,f0f90e95-b2ee-4ca7-8453-fa604ab958c1,,,,,,,,,,,,,,,,,,,,
characters,Chavelle Arbelo Cartaya,chavelle-arbelo-cartaya,[],,,,"Before 1977, Spain (possibly)",,Brown,[],Female,Black,,,https://static.wikia.nocookie.net/harrypotter/images/9/99/Chavelle_Arbelo_Cartaya_-_card_HBP-NDS.png,['Chaser for the Spanish National Quidditch team'],,Spanish,,[],White (Tanned),Human,['Chaser'],[],,https://harrypotter.fandom.com/wiki/Chavelle_Arbelo_Cartaya,10f8d858-08ca-48b4-b1f6-70ec8b9e701b,,,,,,,,,,,,,,,,,,,,
characters,Chazelle Thibaut,chazelle-thibaut,[],,,,Before 1920s,,,[],Female,,,,,[],,French,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Chazelle_Thibaut,fd0906f5-c012-4fc8-82f7-78862ce2984c,,,,,,,,,,,,,,,,,,,,
characters,Chen Jianhua,chen-jianhua,[],,,,,,Brown,[],Female,Black,,,,['Player for the Chinese National Quidditch team'],,Chinese,,[],Light,Human,[],[],,https://harrypotter.fandom.com/wiki/Chen_Jianhua,75871927-c81d-424f-9f6c-6d138d628010,,,,,,,,,,,,,,,,,,,,
characters,Chester Davies,chester-davies,[],,Pure-blood or half-blood,,Between 1 September 1968 and 31 August 1969,,Brown,"['Roger Davies (younger brother)', 'Lawrence Davies (possible relative)', 'Davies (possible relative)', 'Davies family']",Male,Brown,,Ravenclaw,https://static.wikia.nocookie.net/harrypotter/images/0/08/ChesterDavies.png,['Employee in the Improper Use of Magic Office'],,British or Irish,,[],White,Human,['Prefect'],[],,https://harrypotter.fandom.com/wiki/Chester_Davies,beb5da35-7efa-441c-a367-55dd63e87b2a,,,,,,,,,,,,,,,,,,,,
characters,Chester Hidland,chester-hidland,[],,Muggle,,,,,[],Male,,,,,['Playwright'],,,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Chester_Hidland,8ddce7fb-d2f5-4689-9371-4add789b58b2,,,,,,,,,,,,,,,,,,,,
characters,Chiara Lobosca,chiara-lobosca,['Grandma Chiara (by Muggle children)'],,Pure-blood or half-blood,,between 1 September 1972 and 31 August 1973,,Blue,"['Mother', 'Father', 'Lobosca family']",Female,Silver,,Hufflepuff,https://static.wikia.nocookie.net/harrypotter/images/f/f2/Chiara_Lobosca_HM8.png,"[""Healer at St Mungo's Hospital for Magical Maladies and Injuries""]",,British or Irish,,"[""Jacob's sibling (possibly)""]",Light,Human (werewolf),[],[],,https://harrypotter.fandom.com/wiki/Chiara_Lobosca,9770fe78-c3fd-4ee3-b4cc-1ee68c9aabb3,,,,,,,,,,,,,,,,,,,,
characters,Chiara Lobosca's father,chiara-lobosca-s-father,[],,,,before 1970s,,,"['Chiara Lobosca (daughter)', 'Lobosca family']",Male,,,,,['Arithmancer'],,British,,['Mrs Lobosca (uncertain relationship)'],,Human,[],[],,https://harrypotter.fandom.com/wiki/Chiara_Lobosca's_father,edda53fb-7dc0-4de4-9b66-37a4ff9eb159,,,,,,,,,,,,,,,,,,,,
characters,Chiara Lobosca's mother,chiara-lobosca-s-mother,[],,,,before 1970s,,,"['Chiara Lobosca (daughter)', 'Lobosca family']",Female,,,,,['Obliviator'],,British,,['Mr Lobosca (uncertain relationship)'],,Human,[],[],,https://harrypotter.fandom.com/wiki/Chiara_Lobosca's_mother,95891be1-9f32-4842-bd2a-7211016cca82,,,,,,,,,,,,,,,,,,,,
characters,Chief Warlock of the Wizengamot in 1544,chief-warlock-of-the-wizengamot-in-1544,[],,,,,,,[],Male,Brown,,,https://static.wikia.nocookie.net/harrypotter/images/2/23/ChiefWarlock1544.jpg,['Chief Warlock of the Wizengamot'],,,,[],Light,Human,['Chief Warlock'],[],,https://harrypotter.fandom.com/wiki/Chief_Warlock_of_the_Wizengamot_in_1544,65319996-6abf-45e4-8bae-9d36478addbb,,,,,,,,,,,,,,,,,,,,
characters,Chie Shinohara,chie-shinohara,[],,,,31 August 1982 or earlier,,Brown,[],Female,Black,,Gryffindor,https://static.wikia.nocookie.net/harrypotter/images/0/0e/Chie_Shinohara.png,[],,British or Irish,,[],Light,Human,[],[],,https://harrypotter.fandom.com/wiki/Chie_Shinohara,a311478b-2251-447c-ad65-2d955cd6785d,,,,,,,,,,,,,,,,,,,,
characters,Chimaera at the Magical Creatures Reserve,chimaera-at-the-magical-creatures-reserve,[],,,,,,Yellow,[],,Golden,,,https://static.wikia.nocookie.net/harrypotter/images/8/8a/ChimaeraHM.png,[],,,,[],,Chimaera,[],[],,https://harrypotter.fandom.com/wiki/Chimaera_at_the_Magical_Creatures_Reserve,38a8cb80-7f7d-4255-9dbb-a64628d65d9a,,,,,,,,,,,,,,,,,,,,
characters,Chimmy,chimmy,[],,,,1988–1989 school year or earlier,,,[],,,,,,[],,,,[],,Chimaera,[],[],,https://harrypotter.fandom.com/wiki/Chimmy,fd235eee-9e2b-4496-9307-2972a16216bc,,,,,,,,,,,,,,,,,,,,
characters,Chinese Fireball at the Magical Creatures Reserve,chinese-fireball-at-the-magical-creatures-reserve,[],,,,,,Green,[],Female,,,,https://static.wikia.nocookie.net/harrypotter/images/1/1d/ChineseFireballAtTheMagicalCreaturesReserve.jpg,[],,,,[],Red,Chinese Fireball,[],[],,https://harrypotter.fandom.com/wiki/Chinese_Fireball_at_the_Magical_Creatures_Reserve,559ff183-f589-493b-9a27-1e980d2bad7f,,,,,,,,,,,,,,,,,,,,
characters,Chinese Fireball killed by Elric Parpidum,chinese-fireball-killed-by-elric-parpidum,[],,,,,Centuries before the 20th century,,[],,,,,,[],,,,[],,Chinese Fireball,[],[],,https://harrypotter.fandom.com/wiki/Chinese_Fireball_killed_by_Elric_Parpidum,f522e8c3-18d5-4a17-98cb-a4b8f1b70a09,,,,,,,,,,,,,,,,,,,,
characters,Chiyo Kogawa,chiyo-kogawa,[],,,,Before 1872,,Brown,['Brother'],Female,Black,,,https://static.wikia.nocookie.net/harrypotter/images/4/40/Chiyo_Kogawa.png,"['Japanese Ministry of Magic employee (formerly)', 'Flying Instructor at Hogwarts School of Witchcraft and Wizardry']",,Japanese,,[],Light,Human,['Madam'],"['Unknown length, wood and core']",,https://harrypotter.fandom.com/wiki/Chiyo_Kogawa,d99c1852-24c4-4329-a86b-071b55c9ad0c,,,,,,,,,,,,,,,,,,,,
characters,Chiyo Kogawa's brother,chiyo-kogawa-s-brother,[],,,,Before 1890,,,['Chiyo Kogawa (sister)'],Male,,,,,['Quidditch player'],,Japanese (presumably),,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Chiyo_Kogawa's_brother,e1c1c57f-9348-4a59-bab8-4cfffba12ccb,,,,,,,,,,,,,,,,,,,,
characters,Cho Chang,cho-chang,[],,Pure-blood or half-blood,Lord Voldemort,Between 1 September 1978 and 31 August 1979,,,"['Father', 'Mother', 'Spouse', 'Grandfather']",Female,Black,,Ravenclaw,https://static.wikia.nocookie.net/harrypotter/images/1/1e/Cho_Chang.jpg,[],Married,British or Irish,Swan,"['Cedric Diggory (late boyfriend) †', 'Roger Davies (ex-boyfriend)', 'Harry Potter (ex-boyfriend)', 'Michael Corner (ex-boyfriend)', 'Spouse']",,Human,['Seeker'],"['Unknown length, wood and core']",,https://harrypotter.fandom.com/wiki/Cho_Chang,2679e4fc-ea3b-4ccc-814d-44f6834537d9,,,,,,,,,,,,,,,,,,,,
characters,Cho Chang's friends,cho-chang-s-friends,[],,,,,,,[],Females,,,Ravenclaw,https://static.wikia.nocookie.net/harrypotter/images/9/93/Ravenclaw_winter.jpg,[],,British or Irish,,[],,Humans,[],[],,https://harrypotter.fandom.com/wiki/Cho_Chang's_friends,47caff13-e555-4a9b-9023-96fd1c383d9e,,,,,,,,,,,,,,,,,,,,
characters,Cho Chang's spouse,cho-chang-s-spouse,[],,Muggle,,,,,"['Cho Chang (wife)', 'Father-in-law', 'Mother-in-law', 'Chang family (in-laws)']",,,,,,[],,,,['Cho Chang (wife)'],,Human,[],[],,https://harrypotter.fandom.com/wiki/Cho_Chang's_spouse,a5d50667-ccdb-4719-b3d6-0f0b74155a4f,,,,,,,,,,,,,,,,,,,,
characters,Chris Garland,chris-garland,[],,,,31 August 1982 or earlier,,Brown,[],Male,Black,,Gryffindor,https://static.wikia.nocookie.net/harrypotter/images/d/db/Chris_Garland.png,[],,British or Irish,,[],Dark,Human,[],[],,https://harrypotter.fandom.com/wiki/Chris_Garland,def2b731-4c81-4ea1-ae10-ceccf1f9fff8,,,,,,,,,,,,,,,,,,,,
characters,Chris Huhne,chris-huhne,[],,,,,,,[],Male,,,,,['Environment spokesman for the Liberal Party'],,,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Chris_Huhne,1c6ca6d8-bcf9-41d5-a2e9-962caab2ca97,,,,,,,,,,,,,,,,,,,,
characters,Chris Lunney,chris-lunney,[],,Muggle,,,,,[],Male,,,,,['Photographer for the Daily Express'],,,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Chris_Lunney,95adca29-2ada-4784-8f50-57ed630ff9ff,,,,,,,,,,,,,,,,,,,,
characters,Chrisp,chrisp,[],,,,,Before 1991,,[],Male,Brown,,,https://static.wikia.nocookie.net/harrypotter/images/2/2f/Chrisp128.png,[],,,,[],Fair,Human,[],[],,https://harrypotter.fandom.com/wiki/Chrisp,b80a1bc8-e8d4-487b-9e76-a2769a938897,,,,,,,,,,,,,,,,,,,,
characters,Christian Alexander,christian-alexander,[],,,,,,,[],Male,,,Gryffindor,,[],,British or Irish,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Christian_Alexander,1fe11733-60fc-4219-af73-0cb69e106993,,,,,,,,,,,,,,,,,,,,
characters,Christopher Flack,christopher-flack,[],,,,"Between 1 September, 1975 and 31 August, 1978",,,"['Basil Flack (possibly)', 'Flack family']",Male,,,,,[],,British or Irish,,[],,Human,['Prefect'],[],,https://harrypotter.fandom.com/wiki/Christopher_Flack,890f8d4e-7549-41ba-835d-2ce59865b8fe,,,,,,,,,,,,,,,,,,,,
characters,Christopher Hemsley,christopher-hemsley,[],,,,31 August 1982 or earlier,,Green,[],Male,Black,,Ravenclaw,https://static.wikia.nocookie.net/harrypotter/images/e/e1/Christopher_Hemsley.png,[],,British or Irish,,[],Light,Human,[],[],,https://harrypotter.fandom.com/wiki/Christopher_Hemsley,286fb395-0c31-4574-b75a-d0449cb7ce9f,,,,,,,,,,,,,,,,,,,,
characters,Chroniculus Punnet,chroniculus-punnet,[],,,,,,,[],Male,,,,,"['Historian', 'Author']",,,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Chroniculus_Punnet,2a039cb8-bdf7-42e3-a8cb-f44cd5f4f82a,,,,,,,,,,,,,,,,,,,,
characters,Chudley Cannons groundskeeper,chudley-cannons-groundskeeper,[],,,,,,,[],,,,,,['Groundskeeper of the Chudley Cannons training grounds'],,,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Chudley_Cannons_groundskeeper,4be1f1b3-6719-4e16-b439-528b42ce377b,,,,,,,,,,,,,,,,,,,,
characters,Chupacabra at the Magical Creatures Reserve,chupacabra-at-the-magical-creatures-reserve,[],,,,,,Green,[],,,,,https://static.wikia.nocookie.net/harrypotter/images/5/55/Chupacabra_at_the_Magical_Creatures_Reserve_HM.jpg,[],,,,[],Blue and red,Chupacabra,[],[],,https://harrypotter.fandom.com/wiki/Chupacabra_at_the_Magical_Creatures_Reserve,9f86dcf3-16de-46a2-8db1-5fdab15a36d7,,,,,,,,,,,,,,,,,,,,
characters,Ciceron Harkiss,ciceron-harkiss,[],,,,,,,[],Male,,,,,[],,,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Ciceron_Harkiss,c8be2e73-1f74-4a5b-95d3-f9875f153c73,,,,,,,,,,,,,,,,,,,,
characters,Cillian Ahearn,cillian-ahearn,[],,,,,,,"['Cormac Ahearn (father)', 'Ahearn family']",Male,,,,,[],,British or Irish,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Cillian_Ahearn,00fd35db-6e55-48e5-a138-70ed155a3026,,,,,,,,,,,,,,,,,,,,
characters,Cillian Hawksworth,cillian-hawksworth,[],,,,Before 1890,,Brown,[],Male,Brown,,,https://static.wikia.nocookie.net/harrypotter/images/b/bb/Cillian_Hawksworth_HL.jpg,[],,Scottish,,[],Light,Human,[],[],,https://harrypotter.fandom.com/wiki/Cillian_Hawksworth,3672d3d7-1fc3-42ff-b8d7-367208bbede2,,,,,,,,,,,,,,,,,,,,
characters,Circe,circe,['Circe of Aeaea'],,,,Ancient Greece,Before 1993,Brown,[],Female,Brown,,,https://static.wikia.nocookie.net/harrypotter/images/6/6d/Circe.jpg,[],,Greek,,[],Tanned,Human,[],[],,https://harrypotter.fandom.com/wiki/Circe,8d377322-f917-41b1-9cbe-7696b6554232,,,,,,,,,,,,,,,,,,,,
characters,Clabbert at the Magical Creatures Reserve,clabbert-at-the-magical-creatures-reserve,[],,,,,,Red,[],,,,,https://static.wikia.nocookie.net/harrypotter/images/9/9f/Clabbert_at_the_Magical_Creatures_Reserve.png,[],,,,[],Green,Clabbert,[],[],,https://harrypotter.fandom.com/wiki/Clabbert_at_the_Magical_Creatures_Reserve,14203ca7-7abe-4503-9e92-244c31bba337,,,,,,,,,,,,,,,,,,,,
characters,Claire Beaumont,claire-beaumont,[],,,,Before 1890,,,['Bardolph Beaumont(brother) †'],Female,,,,https://static.wikia.nocookie.net/harrypotter/images/b/b6/Claire_Beaumont_-_HL.png,['Proprietor of a hamlet shop'],,,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Claire_Beaumont,f1bf46a6-aac0-403b-a450-8878c1e96d24,,,,,,,,,,,,,,,,,,,,
