id,name,gender,job,house,patronus,species,blood_status,loyalty,skills,birth,death,source,known_ingredients,effect,characteristics,incantation,type,entity_type,slug,alias_names,animagus,boggart,born,died,eye_color,family_members,hair_color,height,image,jobs,marital_status,nationality,romances,skin_color,titles,wands,weight,wiki,entity_id,category,creator,hand,light,difficulty,inventors,ingredients,manufacturers,side_effects,time,author,cover,dedication,pages,release_date,summary,title
,Blaise Zabini,Male,,Slytherin,,Human,Pure-blood or half-blood,,,,,master,,,,,,characters,blaise-zabini,[],,,Between 1 September 1979 and 21 April 1980,,,"['Mother', 'Seven stepfathers/Father and six stepfathers †', 'Zabini (possible relative)', 'Zabini family']",Black,,https://static.wikia.nocookie.net/harrypotter/images/5/59/Blaise_Zabini.png,[],,British or Irish,[],Black,['Chaser'],"['Unknown length, wood and core']",,https://harrypotter.fandom.com/wiki/Blaise_Zabini,ce719fa0-d7e6-45ab-82c8-d07b0f04a4ac,,,,,,,,,,,,,,,,,
,Blaise Zabini's mother's seven husbands,Males,,,,Humans,,,,,,master,,,,,,characters,blaise-zabini-s-mother-s-seven-husbands,[],,,,Before 1 September 1996,,"['Wife', 'Blaise Zabini (son/stepson)', 'Zabini family']",,,,[],Married,,['Wife'],,[],[],,https://harrypotter.fandom.com/wiki/Blaise_Zabini's_mother's_seven_husbands,d0f066e4-78e7-4232-85ed-f0282da6216d,,,,,,,,,,,,,,,,,
,Blanca Espinosa,Female,,,,Human,,,,,,master,,,,,,characters,blanca-espinosa,[],,,20th century,,,[],,,,['Keeper for the Mexican National Quidditch team'],,Mexican,[],Olive,['Keeper'],[],,https://harrypotter.fandom.com/wiki/Blanca_Espinosa,50ad679b-ad62-4b87-bfd9-428d3b1c9e2e,,,,,,,,,,,,,,,,,
,Blayre,,,,,Human,,,,,,master,,,,,,characters,blayre,[],,,Before the 2010s,,,[],,,,[],,British or Irish,[],,[],[],,https://harrypotter.fandom.com/wiki/Blayre,63ffca45-8432-4148-bf52-c55fe3752b58,,,,,,,,,,,,,,,,,
,Blenheim Stalk,Male,,,,Human,,,,,,master,,,,,,characters,blenheim-stalk,[],,,1920,,Brown,[],Grey,,https://static.wikia.nocookie.net/harrypotter/images/3/3f/Blenheim_Stalk_HM.png,"['Muggle expert', 'Author']",,,[],,[],[],,https://harrypotter.fandom.com/wiki/Blenheim_Stalk,3a373944-d8ab-4ddf-92c8-81ce174472cf,,,,,,,,,,,,,,,,,
,Bletchley,,,,,Human,Pure-blood or half-blood,,,,,master,,,,,,characters,bletchley,[],,,,,,"['Kevin Bletchley (possibly)', 'Madame Bletchley (possibly)', 'Miles Bletchley (possibly)']",,,,['British Ministry of Magic employee'],,,[],,[],[],,https://harrypotter.fandom.com/wiki/Bletchley,931a5f86-64b5-4e7d-a9cd-a4689c085e77,,,,,,,,,,,,,,,,,
,Blimey,Female,,,,House-elf,,,,,,master,,,,,,characters,blimey,[],,,Before around 1927,,,[],,,https://static.wikia.nocookie.net/harrypotter/images/6/68/Blimey.jpeg,['Servant in the Circus Arcanus'],,,[],Light,[],[],,https://harrypotter.fandom.com/wiki/Blimey,f92d1b8c-0db1-4e4d-8b1d-48900ea3037c,,,,,,,,,,,,,,,,,
,Blishen,,,,,Human,Muggle,,,,,master,,,,,,characters,blishen-muggle,[],,,,,,['Blishen family'],,,,"[""Inventor and/or manufacturer of Blishen's Safety Matches (presumably).""]",,,[],,[],[],,https://harrypotter.fandom.com/wiki/Blishen_(Muggle),464a935f-4b2b-43c4-8a12-d38af6d08496,,,,,,,,,,,,,,,,,
,Blodwyn Bludd,Male,,,,Vampire,,,,,,master,,,,,,characters,blodwyn-bludd,['Vampire from the Valleys'],,,1923,,,[],Black,,https://static.wikia.nocookie.net/harrypotter/images/f/ff/BlodwynBludd.jpg,['Singer'],,Welsh,[],Pale,[],[],,https://harrypotter.fandom.com/wiki/Blodwyn_Bludd,cbd6ac21-13ab-42d5-ae35-2e428cfbb70e,,,,,,,,,,,,,,,,,
,Bloke who fixed the toilet at Leaky Cauldron,Male,,,,Human,,,,,,master,,,,,,characters,bloke-who-fixed-the-toilet-at-the-leaky-cauldron,[],,,,,,[],,,,['Employee at the Leaky Cauldron'],,British,[],,[],[],,https://harrypotter.fandom.com/wiki/Bloke_who_fixed_the_toilet_at_the_Leaky_Cauldron,bf58bbe6-12f0-47d8-9ea4-d284a8b89e2c,,,,,,,,,,,,,,,,,
,Blordak,Male,,,,Goblin,,,,,,master,,,,,,characters,blordak,[],,,,,,[],,,https://static.wikia.nocookie.net/harrypotter/images/6/67/Blordak.png,['Employee at Gringotts Wizarding Bank'],,,[],,[],[],,https://harrypotter.fandom.com/wiki/Blordak,81eebbfa-279e-4af3-96c1-332041aee8b8,,,,,,,,,,,,,,,,,
,Blossom Degrasse,Female,,,,Human,,,,,,master,,,,,,characters,blossom-degrasse,[],,,,,,[],,,,"['Author', 'Herbologist', 'Potioneer']",,,[],,[],[],,https://harrypotter.fandom.com/wiki/Blossom_Degrasse,2316ea21-715a-493e-bdf7-d017ccb79b47,,,,,,,,,,,,,,,,,
,Bly,Male,,,,Human,,,,,,master,,,,,,characters,bly,[],Ring-tailed lemur,,Before 2009,,Brown,[],Brown,,https://static.wikia.nocookie.net/harrypotter/images/f/f1/Bly_Magic_Awakened.png,[],,,[],Light,[],"['Unknown length, wood and core']",,https://harrypotter.fandom.com/wiki/Bly,96b11c95-708a-44d6-9dfb-0501b8089dce,,,,,,,,,,,,,,,,,
,Blythe Parkin,Female,,,,Human,,,,,,master,,,,,,characters,blythe-parkin,[],,,"Before 1977, England (possibly)",,Brown,"['Walter Parkin (possibly)', ""Walter Parkin's children (possibly)"", 'Parkin family']",Black,,https://static.wikia.nocookie.net/harrypotter/images/5/5f/Blythe_Parkin.png,['Seeker for the English National Quidditch team'],,English,[],White,['Seeker'],[],,https://harrypotter.fandom.com/wiki/Blythe_Parkin,d33cbad6-e5ca-4a59-8216-14e68c8c3299,,,,,,,,,,,,,,,,,
,Boa constrictor at the zoo,Male,,,,Boa constrictor,,,,,,master,,,,,,characters,boa-constrictor-at-the-zoo,[],,,1991 or earlier,,,[],,,https://static.wikia.nocookie.net/harrypotter/images/7/72/B1C2M2_cropped_Boa_Constrictor.jpg,[],,,[],Brown and glistening,[],[],,https://harrypotter.fandom.com/wiki/Boa_constrictor_at_the_zoo,1fe3761e-348d-46f6-a1a8-847250be6387,,,,,,,,,,,,,,,,,
,Bob,Male,,,,Human,,,,,,master,,,,,,characters,bob,[],,,Before 1978,,,[],,,https://static.wikia.nocookie.net/harrypotter/images/e/e8/Bob_Ministry.jpg,['Department for the Regulation and Control of Magical Creatures employee'],,British,[],,[],[],,https://harrypotter.fandom.com/wiki/Bob,cd3c4379-5f8b-479c-a7ee-4b5aa9505190,,,,,,,,,,,,,,,,,
,Bob Hitchens,Male,,,,Human,Muggle,,,,,master,,,,,,characters,bob-hitchens,[],,,,,,"['Iola Hitchens (née Black) (wife)', 'Sirius Black (I) (brother-in-law) †', 'Phineas Nigellus Black (brother-in-law) †', 'Elladora Black (sister-in-law) †', 'Ursula Black (née Flint) (sister-in-law by marriage)', 'Sirius Black (II) (nephew by marriage) †', 'Phineas Black (nephew by marriage) †', 'Arcturus Black (II) (nephew by marriage) †', 'Belvina Burke (née Black) (niece by marriage) †', 'Cygnus Black (II) (nephew by marriage) †', 'Hitchens family', 'House of Black (in-laws)']",,,https://static.wikia.nocookie.net/harrypotter/images/e/e2/Bob_Hitchens.png,[],Married or widowed,,['Iola Black (wife)'],,[],[],,https://harrypotter.fandom.com/wiki/Bob_Hitchens,9fa92737-a4e0-4d99-b455-66a09c24e4d5,,,,,,,,,,,,,,,,,
,Bob Ogden,Male,,,,Human,Pure-blood or half-blood (likely),,,,,master,,,,,,characters,bob-ogden,[],,,1908 at the latest,Some time before 7 September 1996,,"['Tiberius Ogden (possibly)', 'Ogden (possibly)', 'Ogden family']",,,https://static.wikia.nocookie.net/harrypotter/images/2/23/Bob_Ogden.jpg,['Head of the Magical Law Enforcement Squad'],,British,[],,[],"['Unknown length, wood and core']",,https://harrypotter.fandom.com/wiki/Bob_Ogden,6aecde0e-633b-4383-8598-66d73257a5e4,,,,,,,,,,,,,,,,,
,Bob Ollerton,Male,,,,Human,,,,,,master,,,,,,characters,bob-ollerton,[],,,Pre-1926,,,"['Barnaby Ollerton (brother)', 'Bill Ollerton (brother)', 'Gifford Ollerton (possibly)', 'Ollerton family']",,,,['Co-founder of the Cleansweep Broom Company'],,,[],,[],[],,https://harrypotter.fandom.com/wiki/Bob_Ollerton,97b48bcd-8e8f-4586-9717-2c748827c359,,,,,,,,,,,,,,,,,
,Bodrig the Boss-Eyed,Male,,,,Goblin,,,,,,master,,,,,,characters,bodrig-the-boss-eyed,[],,,,,,[],,,,['Spokesgoblin for the Brotherhood of Goblins'],,,[],,[],[],,https://harrypotter.fandom.com/wiki/Bodrig_the_Boss-Eyed,d1e3b1db-2b82-4796-be77-38ac9dcb3e14,,,,,,,,,,,,,,,,,
,Bodrod the Bearded,Male,,,,Goblin,,,,,,master,,,,,,characters,bodrod-the-bearded,[],,,,,,[],,,,['Goblin rebel'],,,[],,[],[],,https://harrypotter.fandom.com/wiki/Bodrod_the_Bearded,bd679b3a-aacb-4de4-88ea-2abac138740a,,,,,,,,,,,,,,,,,
,Bogle-banshee,Female,,,,Banshee,,,,,,master,,,,,,characters,bogle-banshee,[],,,,,,[],Black,,,[],,Nepali,[],Green,[],[],,https://harrypotter.fandom.com/wiki/Bogle-banshee,41929096-7874-40a8-8dc1-30afb9a19237,,,,,,,,,,,,,,,,,
,Bogomil Levski,,,,,Human,Pure-blood or half-blood,,,,,master,,,,,,characters,bogomil-levski,[],,,"After 1976, Bulgaria",,,"['Alexei Levski (father)', 'Levski family']",,,,['Chaser for the Bulgarian National Quidditch team'],,,[],,[],[],,https://harrypotter.fandom.com/wiki/Bogomil_Levski,fb7ae93a-792b-4aec-9243-0ef95ee56a05,,,,,,,,,,,,,,,,,
,Bogrod,Male,,,,Goblin,,,,,,master,,,,,,characters,bogrod,[],,,,"1 May 1998, Gringotts Wizarding Bank, Diagon Alley, London, England",Black,[],White,,https://static.wikia.nocookie.net/harrypotter/images/3/35/BogrodGringotts.jpg,['Gringotts Bank teller'],,British,[],Light,[],[],,https://harrypotter.fandom.com/wiki/Bogrod,8f56250a-fb8f-498a-ac13-e2cc9905a273,,,,,,,,,,,,,,,,,
,Boil-ridden house-elf,Male,,,,House-elf,,,,,,master,,,,,,characters,boil-ridden-house-elf,[],,,,,Blue-grey,[],,,https://static.wikia.nocookie.net/harrypotter/images/5/5a/BoilsHouse-elf.png,['Hogwarts house-elf'],,British,[],Pale,[],[],,https://harrypotter.fandom.com/wiki/Boil-ridden_house-elf,bf6c57cd-75e2-4b72-b3b0-22e1cb358639,,,,,,,,,,,,,,,,,
,Bonawentura Wójcik,Male,,,,Human,,,,,,master,,,,,,characters,bonawentura-wojcik,[],,,"before 1997, Poland",,,[],,,,['Seeker for the Polish National Quidditch team'],,,[],,['Seeker'],[],,https://harrypotter.fandom.com/wiki/Bonawentura_Wójcik,b8cd3865-b096-4aa2-9478-5ebcfc6309c1,,,,,,,,,,,,,,,,,
,Bones,Male,,,,Albino bloodhound,,,,,,master,,,,,,characters,bones-albino-bloodhound,[],,,,,Blue,[],White,,https://static.wikia.nocookie.net/harrypotter/images/5/50/Bones_Hogwarts_Mystery.png,[],,,[],,[],[],,https://harrypotter.fandom.com/wiki/Bones_(albino_bloodhound),eccc1acc-151d-4700-9272-a251dde1a1ba,,,,,,,,,,,,,,,,,
,Boniface Toubeau,Male,,,,Human,,,,,,master,,,,,,characters,boniface-toubeau,[],,,,,,[],,,,['Co-president of an Académie française des sorciers committee'],,,[],,['Co-president'],[],,https://harrypotter.fandom.com/wiki/Boniface_Toubeau,261c6802-6b49-437a-94c0-a5c1663ac9b3,,,,,,,,,,,,,,,,,
,Borf,Male,,,,Wolf (offspring of two transformed werewolves),,,,,,master,,,,,,characters,borf,[],,,c. 1980s,,Brown,['Forbidden Forest wolf pack'],Grey,,https://static.wikia.nocookie.net/harrypotter/images/8/8a/Borf.jpg,[],,,[],,[],[],,https://harrypotter.fandom.com/wiki/Borf,36967e8a-3a24-44aa-86e3-f68dee366fe2,,,,,,,,,,,,,,,,,
,Borgin,Male,,,,Human,Pure-blood or half-blood (most likely),,,,,master,,,,,,characters,borgin,[],,,Between pre-1846 and 1975,,,[],,,https://static.wikia.nocookie.net/harrypotter/images/5/54/Mr_Borgin_COSF.png,['Shopkeeper'],,British,[],,[],[],,https://harrypotter.fandom.com/wiki/Borgin,30ff2d02-cce0-400b-938c-7e312591ab83,,,,,,,,,,,,,,,,,
,Boris the Bewildered,Male,,,,Human,,,,,,master,,,,,,characters,boris-the-bewildered,[],,,,Before 1995,,[],Black,,https://static.wikia.nocookie.net/harrypotter/images/1/11/Boris_the_Bewildered.JPG,[],,,[],White,[],[],,https://harrypotter.fandom.com/wiki/Boris_the_Bewildered,17889091-d3ff-4163-9e56-2b223667cc8d,,,,,,,,,,,,,,,,,
,Boris Vulchanov,Male,,,,Human,Pure-blood or half-blood,,,,,master,,,,,,characters,boris-vulchanov,[],,,"After 1976, Bulgaria",,,"['Pyotr Vulchanov (father)', 'Nerida Vulchanova (possible ancestor)', 'Vulchanov family']",,,,['Beater for the Bulgarian National Quidditch team'],,,[],,['Beater'],[],,https://harrypotter.fandom.com/wiki/Boris_Vulchanov,537400c9-5a61-4c91-822d-6e492f88c07d,,,,,,,,,,,,,,,,,
,Borklump,Male,,,,Mooncalf,,,,,,master,,,,,,characters,borklump,['Pietro (by Luna Scamander)'],,,Pre 2010s,,Blue,[],Blue-grey,,https://static.wikia.nocookie.net/harrypotter/images/0/0f/BorklumpMA.png,[],,,[],,[],[],,https://harrypotter.fandom.com/wiki/Borklump,e56a7276-ee13-4036-9ad6-facadaab4f66,,,,,,,,,,,,,,,,,
,Borys the Brute,Male,,,,Human,,,,,,master,,,,,,characters,borys-the-brute,[],,,,,,[],,,https://static.wikia.nocookie.net/harrypotter/images/3/3d/BorysTheBrute.jpg,['Hypnotist'],,,[],,[],[],,https://harrypotter.fandom.com/wiki/Borys_the_Brute,63f79ecd-9ef2-42d1-9084-1bb570e6394f,,,,,,,,,,,,,,,,,
,Boudicca Lee,Female,,,,Human,Pure-blood or half-blood,,,,,master,,,,,,characters,boudicca-lee,[],,,,,,['Lee family'],,,,[],,,[],,[],[],,https://harrypotter.fandom.com/wiki/Boudicca_Lee,37db2b54-85af-41b9-992b-ae38f12cf1de,,,,,,,,,,,,,,,,,
,Boudicca Lee's horse,,,,,Horse,,,,,,master,,,,,,characters,boudicca-lee-s-horse,[],,,,,,[],,,,[],,,[],,[],[],,https://harrypotter.fandom.com/wiki/Boudicca_Lee's_horse,7e6241c0-6cb4-4b6c-89fc-6e5d0704090d,,,,,,,,,,,,,,,,,
,Bowen Duffield,Male,,Slytherin,,Human,,,,,,master,,,,,,characters,bowen-duffield,[],,,31 August 1982 or earlier,,Green,[],Black,,https://static.wikia.nocookie.net/harrypotter/images/5/53/Bowen_Duffield.png,[],,British or Irish,[],Light,[],[],,https://harrypotter.fandom.com/wiki/Bowen_Duffield,600039c3-74d6-4bd9-b878-1818c815162f,,,,,,,,,,,,,,,,,
,Bowman Wright,Male,,,,Human,Half-blood,,,,,master,,,,,,characters,bowman-wright,[],,,1492,1560 (aged 67–68),Brown,"['Father', 'Mother', 'Wright family']",Brown,,https://static.wikia.nocookie.net/harrypotter/images/0/0e/Bowman_Wright_HM.jpg,['Metal charmer'],,British,[],White,[],[],,https://harrypotter.fandom.com/wiki/Bowman_Wright,f607622d-7cd6-40da-b244-eab97620427e,,,,,,,,,,,,,,,,,
,Bowtruckle at the Magical Creatures Reserve,,,,,Bowtruckle,,,,,,master,,,,,,characters,bowtruckle-at-the-magical-creatures-reserve,[],,,,,Black,[],,,https://static.wikia.nocookie.net/harrypotter/images/b/be/Bowtruckle_at_the_Magical_Creatures_Reserve.jpeg,[],,,[],Green,[],[],,https://harrypotter.fandom.com/wiki/Bowtruckle_at_the_Magical_Creatures_Reserve,d68d3817-e46d-4857-a1f2-fefd8d085625,,,,,,,,,,,,,,,,,
,Bowtruckle in Aux Vantaux Venteux,,,,,Bowtruckle,,,,,,master,,,,,,characters,bowtruckle-in-aux-vantaux-venteux,[],,,1929 or earlier,,,[],,,https://static.wikia.nocookie.net/harrypotter/images/9/9a/Bowtruckle_in_Aux_Vantaux_Venteux.jpeg,[],,,[],,[],[],,https://harrypotter.fandom.com/wiki/Bowtruckle_in_Aux_Vantaux_Venteux,9fcb3ac3-653b-471c-beb8-ba461f66221f,,,,,,,,,,,,,,,,,
,Bowtruckles in La Fameuse Fougère,,,,,Bowtruckle,,,,,,master,,,,,,characters,bowtruckles-in-la-fameuse-fougere,[],,,1929 or earlier,,,[],,,https://static.wikia.nocookie.net/harrypotter/images/5/53/Bowtruckles_in_La_Fameuse_Foug%C3%A8re.jpeg,[],,,[],,[],[],,https://harrypotter.fandom.com/wiki/Bowtruckles_in_La_Fameuse_Fougère,6e50968c-dba3-42d3-919a-01413ae49869,,,,,,,,,,,,,,,,,
,Boy in a corridor,Male,,,,Human,,,,,,master,,,,,,characters,unidentified-boy-in-a-corridor,[],,,,,,[],Blond,,,[],,British or Irish,[],Light,[],[],,https://harrypotter.fandom.com/wiki/Unidentified_boy_in_a_corridor,549557ba-76e5-4595-81c8-47dbefb30384,,,,,,,,,,,,,,,,,
,Boy in Study Hall,Male,,Hufflepuff,,Human,,,,,,master,,,,,,characters,boy-in-study-hall,[],,,31 August 1981 or earlier,,,[],Black,,https://static.wikia.nocookie.net/harrypotter/images/5/56/Four_actors_in_Harry_Potter.png,[],,British or Irish,[],Light,[],[],,https://harrypotter.fandom.com/wiki/Boy_in_Study_Hall,5b690ff5-47ea-4005-b563-8ccd29153905,,,,,,,,,,,,,,,,,
,Boyle,Female,,,,Human,No-Maj,,,,,master,,,,,,characters,boyle,[],,,,,,[],,,,[],Unmarried,American,[],,[],[],,https://harrypotter.fandom.com/wiki/Boyle,8cd2a929-f732-4d53-b460-5409fceb4602,,,,,,,,,,,,,,,,,
,Boy who attended Charm School,Male,,Slytherin,,Human,Half-blood (most likely),,,,,master,,,,,,characters,unidentified-boy-who-attended-charm-school,[],,,Between 1 September 1979 and 31 August 1980,,Blue,['Father'],Blond,,https://static.wikia.nocookie.net/harrypotter/images/6/6a/Charm_School_boy.png,[],,British or Irish,[],,[],[],,https://harrypotter.fandom.com/wiki/Unidentified_boy_who_attended_Charm_School,b4892db8-9596-4116-b866-a793fdc4059a,,,,,,,,,,,,,,,,,
,Boy who bought novelty socks,Male,,Hufflepuff,,Human,,,,,,master,,,,,,characters,boy-who-bought-novelty-socks,[],,,Between 1 September 1872 and 31 August 1879,,Brown,['Father'],Black,,https://static.wikia.nocookie.net/harrypotter/images/3/3e/Boy_who_bought_novelty_socks_HL.png,[],,British or Irish,[],Dark,[],[],,https://harrypotter.fandom.com/wiki/Boy_who_bought_novelty_socks,96916b97-9f7e-4d15-8c73-aa4a5d181257,,,,,,,,,,,,,,,,,
,Boy who failed the Avifors Spell,Male,,,,Human,,,,,,master,,,,,,characters,boy-who-failed-the-avifors-spell,[],,,,,,['Cousin'],,,,[],,British or Irish,[],,[],[],,https://harrypotter.fandom.com/wiki/Boy_who_failed_the_Avifors_Spell,d6b5a442-a074-4979-9936-5a0e7310a673,,,,,,,,,,,,,,,,,
,Boy who kept a bezoar in his pocket,Male,,Ravenclaw,,Human,,,,,,master,,,,,,characters,boy-who-kept-a-bezoar-in-his-pocket,[],,,Between 1 September 1979 and 31 August 1980,,,['Brother'],Brown,,https://static.wikia.nocookie.net/harrypotter/images/5/5f/RavenclawBoy1.png,[],,British or Irish,[],Light,[],[],,https://harrypotter.fandom.com/wiki/Boy_who_kept_a_bezoar_in_his_pocket,e84afa73-2ab9-478e-b34e-b38682c555b7,,,,,,,,,,,,,,,,,
,Boy who kept a bezoar in his pocket's brother,Male,,,,Human,,,,,,master,,,,,,characters,boy-who-kept-a-bezoar-in-his-pocket-s-brother,[],,,,,,['Brother'],,,,[],,,[],,[],[],,https://harrypotter.fandom.com/wiki/Boy_who_kept_a_bezoar_in_his_pocket's_brother,5e170e62-b1da-4c02-814a-1882cc044537,,,,,,,,,,,,,,,,,
,Boy who owned a magic hamster,Male,,Slytherin,,Human,Pure-blood or half-blood,,,,,master,,,,,,characters,boy-who-owned-a-magic-hamster,[],,,Between 1 September 1979 and 31 August 1980,,Dark,"['Mother', 'Father']",Black,,https://static.wikia.nocookie.net/harrypotter/images/1/15/SlytherinBoy1.png,[],,British or Irish,[],White,[],[],,https://harrypotter.fandom.com/wiki/Boy_who_owned_a_magic_hamster,161bf004-fc1c-467d-a4b5-e9de113def83,,,,,,,,,,,,,,,,,
,Boy who owned a magic hamster's father,Male,,,,Human,,,,,,master,,,,,,characters,father-of-boy-who-owned-a-magic-hamster,[],,,,,,"['Wife', 'Son']",,,,[],Married,British,[],,[],[],,https://harrypotter.fandom.com/wiki/Father_of_boy_who_owned_a_magic_hamster,7a637729-e13c-4a5d-b521-9b9f20a4f13b,,,,,,,,,,,,,,,,,
,Boy who owned a magic hamster's mother,Female,,,,Human,,,,,,master,,,,,,characters,mother-of-boy-who-owned-a-magic-hamster,[],,,,,,"['Husband', 'Son']",,,,[],Married,British,[],,[],[],,https://harrypotter.fandom.com/wiki/Mother_of_boy_who_owned_a_magic_hamster,a405140b-83c3-459a-a9bd-5ef67599a675,,,,,,,,,,,,,,,,,
,Boy who played Sir Luckless,Male,,,,Human,,,,,,master,,,,,,characters,boy-who-played-sir-luckless,[],,,,,,[],,,,[],,,[],,[],[],,https://harrypotter.fandom.com/wiki/Boy_who_played_Sir_Luckless,5eb10e3b-d27e-495e-9a89-cb7ee55b42a3,,,,,,,,,,,,,,,,,
,Bozo,Male,,,,Human,,,,,,master,,,,,,characters,bozo,[],,,,,,[],Brown,,https://static.wikia.nocookie.net/harrypotter/images/e/ee/Bozo.jpg,['Cameraman for the Daily Prophet'],,,[],White,[],[],,https://harrypotter.fandom.com/wiki/Bozo,a7134255-fae4-4b3d-b989-6867f63625df,,,,,,,,,,,,,,,,,
,Bradley,Male,,Ravenclaw,,Human,,,,,,master,,,,,,characters,bradley,[],,,31 August 1984 or earlier,,,[],,,,[],,British or Irish,[],,['Chaser'],[],,https://harrypotter.fandom.com/wiki/Bradley,ea0be273-b098-43f2-bdec-151a15940684,,,,,,,,,,,,,,,,,
,Bragbor the Boastful,Male,,,,Goblin,,,,,,master,,,,,,characters,bragbor-the-boastful,['Bragbor the Boastful'],,,c. 15th–16th century,,Black,"['Ranrok (descendant) †', 'Lodgok (descendant) †', 'Family']",Grey,,https://static.wikia.nocookie.net/harrypotter/images/d/d0/Bragbor_HL_2.png,"['Artisan', 'Metalworker']",,,[],Light,[],[],,https://harrypotter.fandom.com/wiki/Bragbor_the_Boastful,defaf6d7-85e8-4b5e-8c4d-2aaac6399ba8,,,,,,,,,,,,,,,,,
,Bram Stoker,Male,,,,Human,,,,,,master,,,,,,characters,bram-stoker,[],,,"8 November 1847, Dublin, Ireland","20 April 1912 (aged 64), London, England",,[],,,,['Author'],,Irish,[],,[],[],,https://harrypotter.fandom.com/wiki/Bram_Stoker,dd3b6085-477a-41bc-bbf3-48e42f16a551,,,,,,,,,,,,,,,,,
,Brandon Angel,Male,,Gryffindor,,Human,,,,,,master,,,,,,characters,brandon-angel,[],,,,,,[],,,,[],,British or Irish,[],,[],[],,https://harrypotter.fandom.com/wiki/Brandon_Angel,29bf951e-cafd-4d92-9d13-79a42aef5c02,,,,,,,,,,,,,,,,,
,Bran the Bloodthirsty,Male,,,,Giant,,,,,,master,,,,,,characters,bran-the-bloodthirsty,[],,,Medieval times,Medieval times,Brown,[],,,https://static.wikia.nocookie.net/harrypotter/images/5/5e/Bran_the_Bloodthirsty.png,[],,,[],Pink,[],[],,https://harrypotter.fandom.com/wiki/Bran_the_Bloodthirsty,59670c22-3084-4b07-bbf1-6026087ea861,,,,,,,,,,,,,,,,,
,Breadwright,,,,,Human,,,,,,master,,,,,,characters,breadwright,[],,,,,,[],,,https://static.wikia.nocookie.net/harrypotter/images/5/56/Breadwright_SS_MA.png,['Confectioner'],,Possibly English or French,[],,[],"['Unknown length, wood and core']",,https://harrypotter.fandom.com/wiki/Breadwright,da12fab1-2185-4bbe-b611-a79b50534079,,,,,,,,,,,,,,,,,
,Brendan Flintshard,Male,,,,Human,,,,,,master,,,,,,characters,brendan-flintshard,[],,,,,,[],,,,[],,,[],,[],[],,https://harrypotter.fandom.com/wiki/Brendan_Flintshard,09c1dc19-5e50-4578-8098-ebe6889c9641,,,,,,,,,,,,,,,,,
,Brendon Halkirk,Male,,Hufflepuff,,Human,,,,,,master,,,,,,characters,brendon-halkirk,[],,,31 August 1982 or earlier,,,[],,,,[],,British or Irish,[],,[],[],,https://harrypotter.fandom.com/wiki/Brendon_Halkirk,fbb259e1-9525-4053-9f1c-62e17fa618a3,,,,,,,,,,,,,,,,,
,Brennan Doyle,Male,,Ravenclaw,,Human,,,,,,master,,,,,,characters,brennan-doyle,[],,,Between 1 September 1970 and 31 August 1971,,Brown,['Mary Doyle (possibly)'],Brown,,https://static.wikia.nocookie.net/harrypotter/images/2/23/Brennan_Doyle.png,[],,British or Irish,[],Dark,['Backup Keeper'],[],,https://harrypotter.fandom.com/wiki/Brennan_Doyle,83e3be0c-5585-4a37-a18e-88a4b188c8e4,,,,,,,,,,,,,,,,,
,Brevis Birth,Male,,,,Human,,,,,,master,,,,,,characters,brevis-birch,[],,,Before 1981,,,"['Trevor Birch (possibly)', 'Birch family']",,,,['Captain of the Tutshill Tornados'],,,[],,['Captain'],[],,https://harrypotter.fandom.com/wiki/Brevis_Birch,34943371-edfd-4663-8221-c08ab77ca12f,,,,,,,,,,,,,,,,,
,Brian,Male,,,,Human,Muggle,,,,,master,,,,,,characters,brian,[],,,,,,[],,,,[],,English,[],,[],[],,https://harrypotter.fandom.com/wiki/Brian,c463e443-6761-4041-92c5-567cf6baac45,,,,,,,,,,,,,,,,,
,Brian Cinderford,Male,,Gryffindor,,Human,,,,,,master,,,,,,characters,brian-cinderford,[],,,31 August 1982 or earlier,,Green,[],Black,,https://static.wikia.nocookie.net/harrypotter/images/3/35/Brian_Cinderford.png,[],,British or Irish,[],Light,[],[],,https://harrypotter.fandom.com/wiki/Brian_Cinderford,412aa10d-b20e-4e8f-9859-c2a9f1a360f8,,,,,,,,,,,,,,,,,
,Brian Gagwilde,Male,,,,Human,Pure-blood (possibly),,,,,master,,,,,,characters,brian-gagwilde-iii,[],,,,Before 1993,,"['Brian Gagwilde (ancestor) †', 'Gagwilde family', 'Malfoy family (possibly)']",Brown,,https://static.wikia.nocookie.net/harrypotter/images/f/f5/Brian_Gagwilde.jpg,[],,,[],White,[],[],,https://harrypotter.fandom.com/wiki/Brian_Gagwilde_III,150ddec1-bfe3-4f69-88dd-3d741f02bca4,,,,,,,,,,,,,,,,,
,Brian Gagwilde,Male,,,,Human,,,,,,master,,,,,,characters,brian-gagwilde,[],,,Before 1551,Between 1883 and 1989,Light brown,"['Brian Gagwilde III (descendant) †', 'Gagwilde family']",Brown,,https://static.wikia.nocookie.net/harrypotter/images/d/d0/Brian_Gagwilde_HM.png,"['Head of Hogwarts School of Witchcraft and Wizardry (formerly)', 'Author']",,British or Irish,[],Light,"['Professor', 'Head of Hogwarts School of Witchcraft and Wizardry', ""Wizard's Chess master""]",[],,https://harrypotter.fandom.com/wiki/Brian_Gagwilde,018737a2-cd5e-4b15-9477-210ebc3d3ff9,,,,,,,,,,,,,,,,,
